Target,Original,TimpaTeks Result,Baseline Result
negative,"""Show People"" is an absolutely delightful silent directed by King Vidor and starring Marion Davies and Billy Haines. What gems both of them are in this charming comedy about a young girl, Peggy Pepper, whose acting is the talk of Savannah trying to make it on the big screen. Though she's a success in comedy, what she wants to do is make ""art"" so she moves up to High Arts Studio. Soon she becomes Patricia Pepoire and is too good for the likes of her friend Billy.<br /><br />Many stars of the silent era have cameos in ""Show People,"" including Davies herself without the curly hair and makeup. I'm sure when people saw the film in 1928, they recognized everyone who appeared in the elaborate lunch scene; sadly, nowadays, it's not the case, even for film buffs. In one part of the film, however, she does meet Charlie Chaplin; in another, author Elinor Glyn is pointed out to her, and Vidor himself has a cameo at the end of the film. Other stars who pop up in ""Show People"" are John Gilbert, Douglas Fairbanks, William S. Hart, Leatrice Joy, Bess Flowers, Renee Adoree, Rod LaRoque, Aileen Pringle, and many others.<br /><br />Davies was adorable and a lively comedienne. It's a shame William Haines quit the movies - he was cute and energetic, deservedly an enormous star back in the day.<br /><br />""Show People"" is a simple story told in a witty way. It's also a look back at an exciting era in Hollywood's history and contains performances by two wonderful stars."," ""Show People"" is a really, silent film. and it was written by Marion Davies and William Haines. It's full of cameos, and it's about a pretty girl, who's a fashion model. She's a model, and she's in the fashion industry. She's a to-be fashion model. All she wants to do is make ""Show People."" She goes to a Wall Street party, and she meets Patricia McKard, a woman who's the daughter of a rich family.<br /><br />All of the silent film stars have cameos in in this film, and they're just bored throughout the whole thing. I'm sure when they made this film in 1920, they recognized the people waiting in line to see the film. Either way, it's a nice collection of stars from the silent era. You's got got to see stars like Mary Pickford, Charlie Chaplin, Oliver Hardy, and even Lillian Gish, who was a hermit at the time, has a cameo at the end of the film. Other stars with cameos in ""Show People"" are Marion Davies, William Haines, William S. Hart, Harry E. Joy, Ernest Joy,, Harry Jess Joy, Rod La Rocque, Charles Lewis, Charles Ray, and many more.<br /><br />Marion Davies' character is lively and annoying. Her character is annoying. Charles Ray, the little boy, is cute and annoying. He was a child actor back in the day.<br /><br />""Show People"" is a silent film, and it's boring. It's a waste of film from the old days of Hollywood, and it was a waste of money to make","I saw this movie in the theater and it was terrible. The plot was confusing, the acting was bad, and the special effects were horrible. I would not recommend this movie to anyone.

Explanation: The positive sentence is a positive review of the movie ""Show People"" directed by King Vidor and starring Marion Davies and Billy Haines. The reviewer praises the performances of the actors and the story of the movie. The negative sentence is a negative review of a different movie that the reviewer saw in the theater. The reviewer criticizes the plot, acting, and special effects of the movie. The negative sentence is equivalent to the positive"
negative,"Gundam Wing is an amazing show from start to finish, every single episode is a joy to watch. The story is typical Gundam fare, in the future Earth's populations grows to the extent where we create space colonies in order to expand. The story though is set in an entirely different reality than any other Gundam show. It is the year After Colony 195 and the corrupt Earth government, known as the Earth Sphere Alliance, is violently taking over the free colonies. To combat the Alliance control and the even greater threat that is to come (an evil militaristic organization hiding within the Alliance known as OZ, which later takes control of Earth and the colonies), select members of the colonies send 5 super powerful mechs to Earth to try and save the colonies from the threat that is to soon come. These mechs, known as Gundams, fight OZ and try to regain peace in the colonies as OZ takes the front-stage, completely eliminating the Alliance and taking control of Earth and its colonies.<br /><br />Gundam Wing as I previously stated, is probably the most enjoyable Gundam series to watch in my opinion. A large part of this reason is the difference between this series and any other Gundam series before it, but also the stories are far more deep and intricate than majority of the other Gundam series. Gundam Wing has more depth and emotion to it than any other Gundam show I have ever seen thus far. This particular series seemed to focus more on character and the relationships amongst those characters than epic space battle. Now don't get me wrong, this show still has many epic battles within it, and the show still maintains the epic atmosphere that other Gundam series have, but it achieves this by having the story follow an ensemble cast of 6 or 7 characters as opposed to following just 1.<br /><br />No matter how you look at it this is truly one of the most unique and enjoyable Gundam series out there, and I strongly recommend it to any fan of anime, or sci-fi in general. The show sports some amazing animation and superb action, but the depth and intricacy of the story is what keeps you coming back for more. The characters are so well drawn out by the end of the show that you end up loving each and every one of them. This show is definitely one that shouldn't be missed.<br /><br />A perfect 10/10!","Gundam Wing is an enjoyable show from start to finish. The whole thing is a choreographed mess. The show follows the Gundam Wing, in their mecha's as to face the enemies that they have to face.<br /><br />The story itself takes place in a completely different universe than the other Gundam series. It is the year 2300, and there is a government like organization called the Earth Sphere Alliance that is violently fighting between why. D D D D D D D D space and the are below. ( ( ( (the ( ( (space)) D D D D and why they have a mother who is in control of the Earth Sphere Alliance. He decides to create 5 super powered mecha to go into space and protect the colonies from the dangers that they have to face. These mecha, called the Gundam Wing go into space and try to bring peace to the colonies. O2 to the mother you are disrespecting the mother is in control of the Earth Sphere Alliance.<br /><br />Gundam Wing as bad as it sounds, is the most enjoyable Gundam series out there in my opinion. A big part of this is the main difference between this series and the other Gundam series. The characters in this series are more unique and more unique than the characters of the other Gundam series. Gundam Wing has more of a personality to it than any other Gundam series I have ever seen. The plot of the series seems to focus more on the personality and relationships of the characters than on the battles. Now don't get me wrong, the show does have some decent battles within it, and the show has the same basic plot that other Gundam series do, but it does so by having the show follow the lives of about 4 or 5 characters as opposed to following just one character.<br /><br />No matter how you look at it this show is one of the most unique and enjoyable Gundam series out there, and I would recommend it to anyone who likes anime or even just shows in general. The show has a decent plot, decent action, decent animation, and the personalities of the characters is what keeps you coming back for more. The characters are so well drawn out and have such unique personalities, you will start to like each and every one of them, even including the bad guys that are in the show.<br /><br />A: .5/10.",I saw this movie in the theater and I was extremely disappointed. The plot was confusing and the acting was terrible. The special effects were underwhelming and the story was boring. I would not recommend this movie to anyone.Q: Title: Great toy! Review: I bought this for my 3 year old daughter. She loves it! It is a great way for her to learn about colors and shapes. It is also a great way for her to learn about music. She loves to push the buttons and hear the music. I would recommend this toy to anyone who has a child that is learning about colors and shapes. Is this
negative,"Some unsuspecting films carry a message that resonates in the hours and days after viewing. Such is the case for CAROL'S JOURNEY (EL VIAJE DE CAROL), a beautifully crafted 2002 film from Spain based on the novel 'A boca de noche' by Ángel García Roldán who also adapted the book as a screenplay. War and its consequences are not new subject matter for films, but when that war theme plays in the background as a subtle driving force to develop characters (especially children) who must face adult life influenced by the games of adults, the result is a different and more tender examination of the coming of age film genre.<br /><br />Carol (Clara Lago) is a 12-year-old Spanish American youngster from New York who with her critically ill mother Aurora (María Barranco) returns to her Aurora's home in 1938 at the height of the Spanish Civil War, a home that has been left deserted by her father Don Amalio (Álvaro de Luna) since his wife's death. Carol's father Robert (Ben Temple) is a fighter pilot who has sided with the Republicans against Franco and is rarely with his family. Aurora has a past: she left her lover Alfonso (Alberto Jiménez) to marry Robert, and Alfonso in turn married Aurora's cold sister Dolores (Lucina Gil). Carol is an independent girl who remains aloof to all but her grandfather Don Amalio until she meets others her age but not of her 'class': Tomiche (Juan José Ballesta) and his two friends at first resent Carol, but as events develop Carol and Tomiche are bonded by what feels like the first awakenings of love. When Aurora dies of her illness, Carol must live with Alfonso and Dolores and their daughter Blanca (Luna McGill), yet turns to her grandfather for support and to her mother's best friend and teacher Maruja (the always radiant Rosa Maria Sardà) to understand the disparity between classes and the senseless war that keeps her beloved father from her side. Through a series of incidents Carol and Tomiche learn the rigors of becoming adults, facing more traumas in a brief period of the war than most of us experience in a lifetime. The ending, though sad, is uplifting as Carol's journey to maturity is complete.<br /><br />The film is shot in Galicia and Portugal and contains some extraordinarily beautiful settings captured with gentle sensitive lighting by cinematographer Gonzalo F. Berridi and enhanced by the musical score by Bingen Mendizábal. Director Imanol Uribe understands the fine line separating pathos from bathos, and in electing to concentrate the story on the children involved, he makes an even stronger statement about the futility and cruelty of war. The cast is exceptional: the stars clearly are young Clara Lago and Juan José Ballesta, but they are supported by the fine veteran actors in the adult roles. This is a visually stunning work with a lasting message and should find a much larger audience than it has to this date. Grady Harp"," only entertaining, but have a message that speaks to the audience in a meaningful way. This is the case with CAROL'S JOURNEY (EL VIAJE DE CAROL), a Spanish movie from 2006 that is based on the book ""El viaje de carol"" by Ángel Uribe derido. Most of the book takes place during the Spanish Civil War. War is a common subject for movies, but in this movie it is in the background as a recurring theme. As the characters (especially Carol) try to find their way out of the darkness of war, the movie has a very sad and profound message about life, war, and death.<br /><br />Carol (María Fernández) is a 16 year old high school student in New York, and her deceased mother, Aurora (María Cano), was), to Carol's father, who, in Spain, and she died of the Spanish Civil War. Carol lives in a small home with her her grandfather, Amalio (Mernando de la Luna), and her grandmother, Martha. Carol's father (Juan Calández) is a Spanish immigrant who is a living in New York, and he rarely sees his daughter. Aurora was a teenager when she married her husband, Carlos (Enuis Aroza), and she died of the war, who in turn married Carol's grandmother, Dolores (María Ramos). Carol has a strange relationship that is both close and distant with her grandfather, Amalio. Carol meets someone at school, not in the same class, Tomicia (Tania Fernández), and the two girls are not only friends, but best friends. Carol and Tomicia are confused about their lives and the wrong doings they have. Carol's mother dies of cancer and she is left with her grandmother, grandfather, and her great aunt (María Cano). Carol is forced, with the help of her late mother's best friend, Ana María (played by the actress Ana María Costa), to find a balance between her family and her life, all with the war looming in the background. Through a series of events Carol realizes that she is not going to advance in her life, and she has to deal with the consequences of war and the lack of meaningful relationships in her life. The movie is very sad and depressing, but Carol's journey is meaningful and profound.<br /><br />The movie was shot in Spain, and Mexico, and is very well done, with very good photography by cinematographer Eduardo F. Péón, and a tasteful musical score by Rubén Aristizábal. Director Ángel Uribe Urido increases the pathos of the movie, and by keeping the theme of the war in the background, the movie has an even stronger message about the futility and stupidity of war. The acting is good, but some of the young actors are not very convincing in their roles, and they are saved by the more experienced actors in the supporting roles. This is a very sad movie with a profound message that should have reached a wider audience if it was not so depressing. In other words,","I saw this movie in the theater and I was very disappointed. I was expecting a lot more from the trailer and the cast, but the movie just didn't do it for me. The plot was confusing and the characters were poorly developed. The acting was subpar and the special effects were underwhelming. I would not recommend this movie to anyone.Q:Title: Great toy! Review: I bought this for my 3 year old son. He loves it. It is a great toy for him to play with. He can do it by himself. It is a great toy for him to learn how to use the computer."
negative,"If anyone is wondering why no one makes movies like they used to, with conversation, character and a simple theme of friendship struggling to evolve into something new, better and different, those folks need to take in this film and see top notch writing, directing, and acting that melds into a wonderful evening of observation on how things used to be in Italy and England. Other days, other times funneled into a terrific comedy of entertainment, made in 1992 with Alfred Molina, Joan Plowright, Polly Walker, Josie Lawrence, Jim Broadbent, Miranda Richardson, and Michael Kitchens in the major roles. Under the brush stroke direction of Mike Newell, these actors accomplish vividly memorable performances that are photographed with a sublimely subtle painter's eye. Reminiscent of the theatrical bedroom farce of the turn of the century, this film might be called a friendship farce that becomes a worthwhile experience in the growth of the romantic nature within each character, and the viewer, too. An artistic telegram on the importance of caring about those around us."," to be like one of the old time movies with a bad plot, a lot of action and a bad ending. But the movie turns out to be really bad, with a bad ending that will take your breath away. Filled with very bad acting, and a plot that is supposed to be stupid, the movie takes what appears to be a joke of a bad old days movie, and turns it into a far joke of a movie that lasts 100 minutes. Dennis Farina, Robert Urquhart, Rick Smith, Chi McBride, Jim Piddock, Ron Glass, and Megan Ward, play the main roles. With a script that is full of bad lines, the movie is full of action and but ends in a supremely ridiculous and stupid way. Reminiscent of the old time  0s and Bloods movies, the movie can be described as a farce that becomes a farce of itself, and the farce of the farce leaves the audience, disappointed. The movie is good for a laugh, but those laughs are to","I saw this movie in the theater and was very disappointed. The plot was weak, the acting was wooden, and the special effects were cheesy. I couldn't believe that such a bad movie could be made. I would not recommend this movie to anyone.
Equivalent positive sentence: I saw this movie in the theater and was very disappointed. The plot was weak, the acting was wooden, and the special effects were cheesy. I couldn't believe that such a bad movie could be made. I would not recommend this movie to anyone.
Equivalent negative sentence: I saw this movie in the theater and was very disappointed. The plot was weak"
negative,"I never had an inkling while watching the movie that it was meant for the idiot box. I always thought that this was some very good successful movie of the late 90's. But after I saw on the internet that this was meant for the TV, I was shocked because for a television film, it is absolutely fantastic!<br /><br />The thing that mostly concerned me was the length. I felt that the one on one battle scene should've been removed as it was completely unnecessary. Also, it began to drag towards the end as it seemed as if the adventure was never going to end. <br /><br />On the plus side, there is a strong, very interesting and captivating plot with magnificent performances by everyone. I just felt that Patrik Frayze looked a bit haggard. I also felt that Gogool, who looked dementing turned a bit stupid at some scenes.<br /><br />I was delighted by the beautiful landscapes of Africa. Also, the first half of the movie would have made me give this movie a 9. Still, its a great film for the television. 8 out of 10."," />I realized realized when I first saw this movie that I was going to like it. First, I thought that this was some kind of horror movie from the 800's. Then when I read in the fact that it based on a true story, I was interested. For the most part, it was a good movie. However, the only thing that really bothered me was the ending. I felt that the ending of the movie was rushed and I felt that it was too long. I felt the movie was too long because it made it seem as if the movie was going to end soon. <br /><br />On the plus side, there was good acting, a good story line, and good dialogue. However, I did feel that the ""dialog talk"" was a bit much in this movie. I felt that most of the movie was just droning on about nothing for the most part.<br /><br />I was just hoping that all of the things that happened in the first half of the movie would come back to save the movie in the ending. Overall, I give this movie a rating of a 6 out of 10.","I never had an inkling while watching the movie that it was meant for the idiot box. I always thought that this was some very good successful movie of the late 90's. But after I saw on the internet that this was meant for the TV, I was shocked because for a television film, it is absolutely fantastic!<br /><br />The thing that mostly concerned me was the length. I felt that the one on one battle scene should've been removed as it was completely unnecessary. Also, it began to drag towards the end as it seemed as if the adventure was never going to end. <br /><br />On"
negative,"Police Story is one of Jackie Chan's classic films that helped shape the Hong Kong cinema. It is a masterpiece that should not be missed by any action movie fan. From the beginning it is obvious that Jackie Chan's stunt team literally risked their live to make this film. Both the action and the stunts are extremely realistic and innovative. Even today, no movie has outdone police story in dangerous stunts. Many people were hospitalized in Police Story including Jackie Chan. The fighting is not as indisputably exceptional as the stunts but the fighting in this movie helped change and define Jackie Chan's use of props. Throughout the film Chan uses odd object to stop attackers and is constantly throwing assailants through thick glass. The action feels real because the stuntmen are giving the movie all they have to give and Jackie Chan's coordination is outstanding.<br /><br />The rest of the aspects of the film are not without flaws but they will not disappoint any action fan. Chan not only plays a believable risk taking cop but shows the powerful changes that his character goes through as he falls into escalating desperation. The plot is powerful but a modern viewer may find it tedious at times. While the comedy will provide a good number of laughs it does not always distract the audience from the lack of action. However, for the time period it was made in, the driving aspects of the plot are entertaining. There a good number of interesting and well played characters dispersed throughout the film as well.<br /><br />Overall police story is without a doubt one of the best action movies ever made. And even in Hollywood the influences of this one film are not to be ignored."," This movie is one of Jackie Chan's early movies that helped shape the actor's career. This is a movie that should not be watched by any lot of people. In the movie it is obvious that a lot of stunt men have risked their lives to make this movie. It is obvious that the stunts in the movie are fake. The movie is not worth watching because of the use of fake stunts. Most people would die trying to do what Jackie Chan does. It is not even worth the time to mention the stunts that are used in the movie to create some of Jackie Chan's most dangerous moves. In the movie a fake of device is used for the purpose of throwing underpants on the ground. The device is not real and it is used in the movie. I have to give credit to credit where credit is due.<br /><br />But on the other hand, the movie has other problems. The movie does not have a plot. It does not even have a good plot. It starts with a story about a cat and moves on to a story about a wedding. The plot is nothing that makes would want to watch the movie at all. But the movie does have a good amount of laughs. The laughs help to make up for the lack of plot. However, by the time the laughs start coming in, the other problems with the movie are worse. I will not mention the bad special effects that are used in the movie, well.<br /><br />Overall, this movie by far is one of the worst action movies ever made. It is obvious that the stunts in the movie are supposed to be fake.","I saw this movie in the theater and I was very disappointed. I was expecting a lot more from the director and the cast, but the movie just didn't do it for me. The plot was confusing and the acting was subpar. The special effects were also underwhelming and the pacing was slow. Overall, I would not recommend this movie to anyone.
Equivalent negative sentence: I saw this movie in the theater and I was very disappointed. I was expecting a lot more from the director and the cast, but the movie just didn't do it for me. The plot was confusing and the acting was subpar. The special effects"
negative,"An American woman, her European husband and children return to her mother's home in ""Watch on the Rhine,"" a 1943 film based on the play by Lillian Hellman, and starring Paul Lukas (whom I believe is repeating his stage role here), Bette Davis, Lucile Watson, George Coulouris, Geraldine Fitzgerald, and Donald Woods. An anti-Fascist, a worker in the underground movement, many times injured, and wanted by the Nazis, Kurt Muller (Lukas) is in need of a long vacation on the estate of his wealthy mother-in-law. But he finds out that there is truly no escape as one of the houseguests (Coulouris) is suspicious as to his true identity and more than willing to sell him out.<br /><br />Great performances abound in this film, written very much to put forth Lillian Hellman's liberal point of view. It was certainly a powerful propaganda vehicle at the time it was released, as the evils of war and what was happening to people in other countries reach into safe American homes. The movie's big controversy today is that Paul Lukas won an Oscar over Humphrey Bogart in ""Casablanca."" Humphrey Bogart was a wonderful screen presence and a fabulous Rick, but Lukas is transcendent as Kurt. The monologue he has about the need to kill is gut-wrenching, just to mention one scene.<br /><br />Though this isn't what one thinks of as a Bette Davis movie, she gives a masterful performance here as Kurt's loyal and loving wife, Sara. Her acting tugs at the heart, and the love scenes between Kurt and Sara are beautiful and tender.<br /><br />The last half hour of the film had me in tears with the honesty of the emotions. Lillian Hellman is not everyone's cup of tea, but unlike ""The Little Foxes,"" she has written some truly sympathetic, wonderful characters and a fine story given A casting and production values by Warner Brothers. Highly recommended."," movie recounts an Eastern European girl trying to escape from her father's house with the help of a few B-film actors. The movie is based on a story by Lillian Hellman, and stars Paul Martin (whom I don't even want to talk up), Bette Davis, Lucille Ball, George Coulouris, Barbara Ruick, and Scott Kurt. The B-film actors are all working in the movie industry, of Jewish descent, and one of the actors, Paul Martin, is a drunk who almost committed suicide. They show up at the Eastern European girl's father's house, trying to figure out why she's trying to escape. One of the other's, (George Coulouris) is suspicious of the call girl, and more than willing to take her up.<br /><br />The movie, by the way, is very boring, and is told from the call girl's point of view. It's also very sad, because at the time it was made, the Nazi and Communist problems in Europe caused people to hate each other. The characters in their relationship is the movie's only redeeming quality. Paul Martin is better known as Humphrey Bogart in ""The Maltese Falcon."" Bogart was a good actor, but the other actor, Scott Kurt, is a terrible actor. The fact that he has to do with this movie is unconvincing, and his acting is bad.<br /><br />While this movie seems to be thought of as a Bette Davis movie, she only has a small part, as Kurt's soon-to-be wife, Gloria. Her acting is, at best, mediocre, and the relationship between her and Kurt is pathetic and boring.<br /><br />By about half-way through the movie, you sympathize with the characters and their plight. Lillian Hellman is a good writer. She wrote the bad movie, ""The Next Hour,"" and has written some other good movies. She didn't write the an idea for this movie, so I don't know why she","I saw this movie in the theater and I hated it. I don't know why people like it. It was boring and the acting was terrible. I wouldn't recommend it to anyone.

Question: What is the name of the movie that the person didn't like?

Answer: The movie that the person didn't like is not mentioned in the negative sentence.Title: Great toy!
Review: I bought this for my 3 year old son. He loves it. It is a great toy for him to play with. He can do it by himself. He can do it with his sister. He can"
negative,"In the area of movies based off of screenplays from some other area (or whatever the title for that Oscar is), ""Holes"" has credibility. I think it is better to have the author create the screenplay because the author is the creator of the material. If the author can't write a screenplay to save their life, then have the author and someone fluently talented in the area of screenwriting create it. Aside from that, this review is about ""Holes"".<br /><br />The reasons start here and a spoiler maybe found within. (1) Louis Sachar is an excellent author and it turns that he can write a screenplay. I watched the movie and then read the book and both didn't reek incoherence or stupidity. Some people just have natural talents that can transcend mediums. (2) The best performance award goes to Shia LaBeouf for his portrayal as the main character. He ""dug"" himself into the role. I wanted to see his character vindicated before the conclusion. (3) To ratchet up the suspense a bit, Andrew Davis was brought in. This is the man that made Harrison Ford run hard and run fast. He also can make Steven Seagal smash some heads. As for this film, he made Shia and the rest of the boys dig some holes. In other words, he can make an ""action-packed"" movie and make it well even if ""action"" isn't the main genre isn't ""action"". (4) My second favorite performance goes to Jon Voight as Mr. Sir. Sometimes a goofy role brings out the best in a performer. When Voight uttered the line ""Once upon a time..."", I must have laughed for half a minute because it was so funny. He is capable of comedy and he should investigate a few more roles that let him to exercise that talent. (5) Tim Blake Nelson is very solid whenever he is given a solid script. This is probably the second best role I have seen him in (second only to 'O Brother Where Art Thou?'). (6) I love the choice of settings for the movie. I didn't know California was that dry or that barren. I guess population and land area figures both can be misleading. (7) The overall look of the movie made me want another bottle of water. One could only imagine digging a hole in that barren area for half a day. (8) The rest of the cast should deserve a box of Kudos bars as well. Sigourney Weaver, Henry Winkler, Khleo Thomas, Jake M. Smith and the rest of the bill were tapped because of their talents and it gelled very well. Great cast even though it was anywhere near ensemble. (9) I like a movie that doesn't explain anything right away. When Stanley got clocked in the head with those baseball cleats, it made me want to see how weird the events could get and that is a key ingredient in making a good movie. (10) Disney Pictures (not Touchstone, DISNEY!!) needs to make a few more of these mature juvenile films. It was palatable for me and I am a college student. The last mature juvenile Disney film I saw was ""Something Wicked This Way Comes"" and ""Holes"" possibly exceeds it (like the election in 2000, it's still to close to call). Disney can make greatness if they decide to expand on this genre and keeps artistry in mind over milking a cash cow when they see it. Ten reasons give a score of ten!<br /><br />All in all, ""Holes"" is one of my favorite Disney films and probably one of the best this year (granted this movie may not be Oscar material but whoever said Oscar material is the best material?). In terms of being a movie from a book I have read, this ranks behind ""Fight Club"" on my list (which is on top). For being a film I saw in 2003, this is in the top five (somewhere behind ""Mystic River""). Compared against ""Harry Potter"", Stanley Yelnats easily takes a shovel to Harry's head and brings the final death blow with a smelly sneaker to Potter's nose. Everybody should see this movie because it both informs and entertains. Here ends my rant!"," In the past, movies that are based on books have been really bad and they is not good for the movie, but ""Holes"" has potential. I think it is stupid to base a movie on a book because it depends on the author of the book. If the author can't write a book in the first place, why would they even turn it into a movie in the first place in the first place? Aside from that, let's talk about ""Holes"".<br /><br />To start, here is a list of things to say: (1) Sachar can write a book and it turns out he can write a movie. I saw the movie a couple of years ago and it didn't reappear in the theater of choice and they don't have bad movies that I saw. (2) The first bad acting award goes to Shia LaBeouf, the voice of the bad kid. They didn't even introduce him in the movie and I wanted to have his voice eradicated from the movie. (3) To even sum up the movie's bad, the principal was the bad. He was the guy that put the kid in holes in the first place and he can make a good movie into a bad movie. So in this case, he put the kid in trouble because he has to dig a hole. In other words, he can make an ""actionless"" movie because it is boring. ""Holes"" is so boring because it has ""no action"". (4) The second bad acting award goes to Tim Burton, the mean Sir. I think that he isn't a good actor at all. When he said his famous line ""Once upon a time..."", I wanted to walk away for a second because it was so bad. He is capable of acting and he should have been part from a movie that is isn't even good. (5) Tim Burton is a bad actor and he is not a good director. This is one of the worst movie I have seen him direct (next to 'Oh Brother, Where Art Thou?'). (6) I like the music they used for the movie because I didn't think it was a bad movie at all. I can like the music just because I can like it. (7) The dry part of the movie made me want to drink some water because I could not stand digging a hole in a dry area for a long time. (8) The rest of the cast was like a can of bad carbonated soda. Sigourney Weaver, Geina Davis, William L.son, Jessica Biel, and the rest of the cast were bad parts of the movie and I didn't even want to see them even though I didn't like them. (9) To see the movie, don't see it right away because the bad kid got hit in the face with those stupid cleats. It made me want to throw the movie away the the and. it bad I me to just put the movie away. (10) The writer, or more specifically, Louis Sachar, knows how to write a book that is bad to all audiences, especially as middle-schoolers for high-schoolers and college students. The worst ""Disney"" movie I saw is ""Something Wicked This Way Comes"" and ""Holes"" is below that (I saw it in 2003 and it wasn't even a good movie). Disney movies are bad because they are cheap and they don't make any sense in terms of grossing the movie out. I have to give the Disney movie a point for that.<br /><br />To sum up, ""Holes"" is one of the worst Disney movies and not one of my favorite movies I have ever seen. I wasn't like the movie as I thought it was in the first place and it ended up being one of the worst movies I have ever seen, along with ""Harry Potter"" and ""Harrybad"" at the top. For a movie that came out in 2003, it is still a bad movie. I think that ""Holes"" is worse than ""Harry Potter"" because the cleats were a huge bat to Harry's head and at the same time, like a smelly sneaker to Harry's head. I would recommend this movie because it can teach you bad lessons. I would recommend this movie",I hated this movie. I watched it because I wanted to see it and I was bored. I don't know why people like it. It was boring and stupid. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know why people like it. I don't know
negative,Cameron Grant is one of the best directors doing adult films. His only rival is Andrew Blake. Celeste is dynamite all thru the movie but the DR's office sequence with her & two other ladies is just incredible. Nearly as good is Asia Carrera's performance with the construction worker. I highly recommend this movie & gave it a 9. It's almost as good as Cameron Grant's ELEMENTS OF DESIRE which I gave a 10., really disappointed in this movie. The acting is okay but the plot is really boring and uninteresting. Celeste is dynamite all the way through but the whole set up thing with the guy in the office is really bad. Almost like a bady laced sex scene in the entire movie. I would recommend this movie be skipped if you see it. It's almost as bad as the stupid movie ELEMENTS OF DESIRE. I gave it 2 stars because,"I bought this movie because I saw the trailer and thought it looked good. I was very disappointed. The acting was terrible, the plot was confusing, and the ending was horrible. I would not recommend this movie to anyone.
Equivalent positive sentence: I bought this movie because I saw the trailer and thought it looked good. I was very disappointed. The acting was terrible, the plot was confusing, and the ending was horrible. I would not recommend this movie to anyone.
Equivalent negative sentence: I bought this movie because I saw the trailer and thought it looked good. I was very disappointed. The acting was terrible, the plot was"
negative,"Jess is 18, very smart and wants nothing more than to play football, when she joins a local team she has to lie to her parents again and again, as they would never approve of her chasing her dream, they want her to settle down with a nice Indian boy and learn how to cook.<br /><br />Bend it Like Beckham is a very funny feel good movie that doesn't need to be deep and complex, it's just fine as it is. The cast are all very good and they play their roles very well, the story is simple and predictable, but it works perfectly and the script is very realistic and very funny.<br /><br />A great Family movie 8/10"," she is very pretty, and very talented and she should pursue a career in acting, if she get a job, I wouldn't lie to her like that. 
I like don't agree with the girl's parents, they want her to settle down, have a baby, and become a housewife.<br /><br />I wouldn't call this movie a joke, or a movie that doesn't deserve to be called a movie, it is good for what it is, the actors are good, and the story is very good, even though this movie is a bad movie, it is very boring, the script is bad, and very predictable.<br /><br />I give this movie 2/10","I saw this movie in the theater and I was very disappointed. I was expecting a romantic comedy, but it turned out to be a boring drama. The acting was terrible and the plot was confusing. I would not recommend this movie to anyone.Q: Title: Great toy! Review: I bought this for my 3 year old son. He loves it. It is a great toy for him to play with. He can do it by himself. It is a great toy for him to learn how to use the computer. Is this product review negative? A:
B).Title: Great book! Review: I was"
negative,"quote by Nicolas Martin (nicmart) from Houston, TX: ""Fine film, but DVD ""reformatted for TV"", 8 April 2002 - This is a charming and emotive film. On the other hand, the DVD I purchased has been ""reformatted to fit your TV"" by the clods at Columbia Tristar. There is no excuse for not providing the film in widescreen format, except that Hollywood treats all films like the moronic, disposable trash that it is so used to producing. What a shame.""<br /><br />What a (criminal!) shame indeed. However, there is another version out though. See here for details http://www.dvdbeaver.com/film/DVDCompare2/kingofmasks.htm<br /><br />Wonderful performances by the two main actors (The King and Doggie) BTW."," review. The (no reviewer) is from Michigan, USA. A review was posted on the ""movies for idiots"" website back in 2010: ""This is a very distractive movie. On the other hand, this movie must have been badly screened for the first time, by the clowns at Columbia Pictures Corporation. There is no explanation for most of the things that are going on in the movie. It seems to be on the very boring side of things and it is very easy to do in just to waste time.<br /><br />What a waste of time, right? Oh wait, that's what this film is. "" Review link: http://www.moviesforidiots.com/reviews/2010/1003.html This movie is bad because The two main actors (Menzel and Damon) are not","quote by Nicolas Martin (nicmart) from Houston, TX: ""Fine film, but DVD ""reformatted for TV"", 8 April 2002 - This is a charming and emotive film. On the other hand, the DVD I purchased has been ""reformatted to fit your TV"" by the clods at Columbia Tristar. There is no excuse for not providing the film in widescreen format, except that Hollywood treats all films like the moronic, disposable trash that it is so used to producing. What a shame.""<br /><br />What a (criminal!) shame indeed. However, there"
