text_before,text_after
"A central bank conducts monetary policy by influencing interest rates, credit conditions, and the money supply. Lower rates can encourage borrowing and spending during a slowdown, while tighter policy can restrain inflation at the cost of weaker demand and employment.","A big bank helps manage money by changing interest rates and the amount of money. Lower rates help people borrow and spend when the economy is slow, while tighter rules can stop inflation but might mean less spending and jobs."
"Fiscal policy changes government spending and taxation to influence economic activity. Deficit spending can support demand during recessions, but its impact depends on timing, resource availability, household and business responses, financing costs, and how the spending or tax changes are designed.","Fiscal policy is when the government changes its spending and taxes to help the economy. Deficit spending can help during tough times, but it depends on when they make the changes, how people and businesses react, and how they make the changes."
"Banks connect savers with borrowers while providing payment services and liquidity. Because they fund longer-term loans partly with deposits withdrawable on demand, confidence and regulation matter; capital requirements, deposit insurance, and central-bank lending aim to reduce the risk of destabilizing runs.","Banks help people who save money find people who need loans. They also make it easy to use money quickly. Because banks use money people save to pay for bigger loans, they need to be safe and regulated so people don't worry about losing their savings."
"A monopoly is a single seller protected by barriers that limit entry. It can restrict output and charge above competitive cost, creating deadweight loss, although regulation must consider innovation, economies of scale, product quality, and whether potential competitors can realistically enter.","A monopoly is when one person is the only one selling something. They can control how much they sell and how much they charge. But we need to think about things like innovation, good quality, and if other people can join them."
"An externality occurs when an action imposes costs or benefits on people outside the transaction. Pollution is a negative externality and vaccination can create positive spillovers, so taxes, subsidies, regulation, or tradable permits may help align private incentives with social effects.","An externality is when someone's actions affect other people who didn't agree to it. For example, pollution can make the air bad, and vaccinations can make people healthier. We can use money or special rules to make things better for everyone."
"Public goods are non-excludable and non-rival, meaning people cannot easily be prevented from using them and one person's use does not substantially reduce another's. These features encourage free riding, so markets may provide less than the socially desired amount without collective funding.","Public goods are things that everyone can use, like a park or a playground. They don't make it harder for someone else to use them. But if people don't all work together and pay for them together, there might not be enough for everyone."
"Asymmetric information arises when one party to a transaction knows more than another. Adverse selection affects who enters a market before an agreement, while moral hazard changes behavior afterward; screening, signaling, warranties, deductibles, and reputation can reduce these problems.","Asymmetric information happens when one person knows more than another. Adverse selection impacts who joins a group before a deal, and moral hazard changes behavior afterward. Screening, signaling, warranties, deductibles, and reputation can help fix these problems."
"Human capital consists of knowledge, skills, health, and experience that raise a person's productive capacity. Education and training can increase future earnings and economic output, but their returns vary with quality, labor demand, access, and the opportunity cost of time spent learning.","Human capital means what people know and do that helps them be successful. If you learn new things, you can make more money and help the economy grow. But it depends on how well you learn, what people need, and how much you spend."
"Economic growth can come from a larger workforce, more physical capital, improved human capital, and technological progress. Sustained increases in living standards depend especially on productivity, because simply adding workers or machines eventually faces diminishing returns without better methods and ideas.","Economic growth can happen when more people are working, there are more things, people are smarter, and new things are made. To keep the economy growing, we need to be more productive and find better ways to do things more efficiently."
"Exchange rates state the price of one currency in terms of another. Demand for currencies responds to trade, investment, interest rates, expectations, and policy, while appreciation makes imports cheaper for domestic buyers but can make exports more expensive abroad.","Exchange rates are like the price of one coin compared to another. People want different currencies because of things like trading and saving. When a currency gets cheaper, it makes buying things cheaper but can make selling things more expensive."
"Income inequality describes how unevenly earnings and other income are distributed, while wealth inequality concerns accumulated assets and debts. Taxes, transfers, education, labor institutions, technology, inheritance, and asset prices all influence these distributions and the mobility between them.","Income inequality means that some people make more money than others. Wealth inequality is about how much money and other things people have. Things like taxes, schools, jobs, technology, and gifts can affect how much money different people have."
"Game theory studies strategic choices in which each participant's outcome depends on what others do. A Nash equilibrium occurs when no player can gain by changing strategy alone, though the equilibrium may still be worse for everyone than a coordinated alternative.","Game theory is about how people make choices based on what other people do. A Nash equilibrium is when no one can do better by changing their choice, even if the outcome might be worse than if everyone worked together."
"Behavioral economics examines systematic departures from perfectly rational decision-making. Loss aversion, present bias, limited attention, framing, and social norms can influence choices, so small changes in defaults or information presentation may alter behavior without removing options.","Behavioral economics studies how people make decisions that aren't always the best. It looks at loss aversion, present bias, and social norms. Sometimes, small changes in the way information is presented can change our choices."
