text_before,text_after
"Demand usually falls as price rises because consumers substitute away or can afford less, while supply usually rises as higher prices make additional production worthwhile. Their intersection determines a market equilibrium, and shortages or surpluses create pressure for price and quantity to adjust.","Demand typically decreases as prices rise because people buy something else or can't afford as much. Supply usually increases because higher prices make producing more worthwhile. Their intersection sets a market balance, and shortages or更多信息 cause prices and quantities to adjust."
"Elasticity measures how strongly one economic variable responds to another. Price elasticity of demand compares the percentage change in quantity demanded with the percentage change in price, helping firms and policymakers anticipate effects on revenue, consumption, and tax burdens.","Elasticity measures how strongly one economic variable responds to another. Price elasticity of demand compares how much quantity demanded changes when the price changes. This helps businesses and policymakers anticipate effects on revenue, consumption, and tax burdens."
"Comparative advantage explains why specialization and trade can benefit participants even when one producer is more efficient at everything. Each side focuses relatively more on goods with lower opportunity cost, allowing combined output and potential consumption to increase.","Comparative advantage explains why specialization and trade can benefit participants even when one producer is more efficient at everything. Each side focuses on goods with lower opportunity cost, allowing combined output and potential consumption to increase."
"Gross domestic product measures the market value of final goods and services produced within a country over a period. Real GDP adjusts for price changes and is useful for tracking output, but it does not fully capture household production, environmental damage, inequality, leisure, or well-being.","Gross domestic product measures the value of final goods and services produced in a country over time. Real GDP adjusts for price changes and is helpful for tracking output, but it doesn't account for household production, environmental impact, inequality, leisure, or well-being."
"Inflation is a sustained increase in the general price level that reduces money's purchasing power. It can result from strong aggregate demand, rising production costs, or persistent expectations, and unexpected inflation redistributes wealth between borrowers, lenders, workers, and firms.","Inflation is a steady rise in prices that makes money less valuable. It can happen due to high demand, increasing production costs, or ongoing expectations. When inflation is unexpected, it shifts wealth among borrowers, lenders, workers, and businesses."
"Unemployment statistics classify people as unemployed when they lack work, are available, and are actively seeking a job. Frictional unemployment reflects normal job search, structural unemployment reflects mismatched skills or locations, and cyclical unemployment rises when overall demand weakens.","Unemployment statistics count people as unemployed if they are not working, are available, and actively looking for jobs. Frictional unemployment shows normal job searching, structural unemployment reflects unmatched skills or locations, and cyclical unemployment increases when overall demand drops."
"A central bank conducts monetary policy by influencing interest rates, credit conditions, and the money supply. Lower rates can encourage borrowing and spending during a slowdown, while tighter policy can restrain inflation at the cost of weaker demand and employment.","A central bank manages the economy by adjusting interest rates and the money supply. Lower rates can encourage people to borrow and spend during a slow time, while tighter policies can control inflation but may also reduce spending and jobs."
"Fiscal policy changes government spending and taxation to influence economic activity. Deficit spending can support demand during recessions, but its impact depends on timing, resource availability, household and business responses, financing costs, and how the spending or tax changes are designed.","Fiscal policy involves changing government spending and taxes to impact the economy. Deficit spending can boost demand during recessions, but its effectiveness depends on timing, available resources, household and business reactions, financing costs, and the design of the changes."
"Banks connect savers with borrowers while providing payment services and liquidity. Because they fund longer-term loans partly with deposits withdrawable on demand, confidence and regulation matter; capital requirements, deposit insurance, and central-bank lending aim to reduce the risk of destabilizing runs.","Banks help people who save money find those who need loans. They also provide services for payments and keep money available. To ensure they don't run out of money, they follow strict rules, have insurance for deposits, and get help from the central bank."
"A monopoly is a single seller protected by barriers that limit entry. It can restrict output and charge above competitive cost, creating deadweight loss, although regulation must consider innovation, economies of scale, product quality, and whether potential competitors can realistically enter.","A monopoly is a single seller protected by barriers that limit entry. It can restrict output and charge above competitive cost, creating deadweight loss. However, regulation must consider innovation, economies of scale, product quality, and realistic entry feasibility."
"An externality occurs when an action imposes costs or benefits on people outside the transaction. Pollution is a negative externality and vaccination can create positive spillovers, so taxes, subsidies, regulation, or tradable permits may help align private incentives with social effects.","An externality is when an action affects people who aren't involved. For example, pollution harms others, while vaccination benefits everyone. Tools like taxes, subsidies, and regulations can help balance what's best for individuals with what's best for everyone."
"Public goods are non-excludable and non-rival, meaning people cannot easily be prevented from using them and one person's use does not substantially reduce another's. These features encourage free riding, so markets may provide less than the socially desired amount without collective funding.","Public goods are things that everyone can use without much cost, like air or parks. They're hard to keep people from using and don't greatly reduce what others can use. Markets can't always provide enough, so we need to help with collective funding."
"Asymmetric information arises when one party to a transaction knows more than another. Adverse selection affects who enters a market before an agreement, while moral hazard changes behavior afterward; screening, signaling, warranties, deductibles, and reputation can reduce these problems.","Asymmetric information occurs when one party has more knowledge than the other. Adverse selection impacts who joins in before an agreement, while moral hazard alters behavior afterward. Screening, signaling, warranties, deductibles, and reputation can mitigate these issues."
"Human capital consists of knowledge, skills, health, and experience that raise a person's productive capacity. Education and training can increase future earnings and economic output, but their returns vary with quality, labor demand, access, and the opportunity cost of time spent learning.","Human capital includes knowledge, skills, health, and experience that enhance a person's productivity. Education and training can boost future earnings and economic contributions, but their benefits depend on quality, job demand, availability, and the value of the time spent learning."
"Economic growth can come from a larger workforce, more physical capital, improved human capital, and technological progress. Sustained increases in living standards depend especially on productivity, because simply adding workers or machines eventually faces diminishing returns without better methods and ideas.","Economic growth can come from a larger workforce, more infrastructure, improved education, and technological advancements. Sustained increases in living standards depend especially on productivity, because simply adding workers or machines eventually faces diminishing returns without better methods and ideas."
"Exchange rates state the price of one currency in terms of another. Demand for currencies responds to trade, investment, interest rates, expectations, and policy, while appreciation makes imports cheaper for domestic buyers but can make exports more expensive abroad.","Exchange rates show how much one currency is worth compared to another. They are affected by trade, investments, and interest rates. When a currency's value increases, it makes imports cheaper but can make exports more expensive internationally."
"Income inequality describes how unevenly earnings and other income are distributed, while wealth inequality concerns accumulated assets and debts. Taxes, transfers, education, labor institutions, technology, inheritance, and asset prices all influence these distributions and the mobility between them.","Income inequality talks about how people's earnings are divided, while wealth inequality looks at people's assets and debts. Things like taxes, transfers, education, technology, inheritance, and asset prices affect these distributions and how people move around."
"Game theory studies strategic choices in which each participant's outcome depends on what others do. A Nash equilibrium occurs when no player can gain by changing strategy alone, though the equilibrium may still be worse for everyone than a coordinated alternative.","Game theory examines how people make decisions that affect each other. A Nash equilibrium happens when no one can improve their situation by changing their decision, even if it's worse for everyone if they all make the same choice."
"Behavioral economics examines systematic departures from perfectly rational decision-making. Loss aversion, present bias, limited attention, framing, and social norms can influence choices, so small changes in defaults or information presentation may alter behavior without removing options.","Behavioral economics studies how people make choices in irrational ways. Factors like loss aversion, present bias, limited attention, and social norms can affect our decisions. Small adjustments in information presentation can change behavior without removing options."
