text_before,text_after
"This movie would have been alright, indeed probably excellent, if the directors would have left the interviews and the concert footage separate. ""Into the Void"" is a great song, and I hate how it is cut off at the best part to go to an mumbling interview with Ozzy Osbourne. That should have been at the end of the film, or located in a special feature. The best part of concert DVDs is to put them on and let the music play, but ""Black Sabbath: The Last Supper"" is hard to put and and simply let play because the music is continually interrupted. Nevertheless, there are a few strengths to this film; the concert footage, when it does play, it excellent. Black Sabbath returns to the stage after a long hiatus without Osbourne and this film captures that well: Sabbath basically rocks the fans. The fans, of course, have a sweet advantage in the film because they are seeing the band live, of course, but also they do not have to put up with the incessant interviews that the DVD viewers are burdened with. Shame on Jeb Brien and Monica Hardiman (the directors) for doing this to the film! Also, shame on Wyatt Smith for editing the film in such a way.","""Black Sabbath: The Last Supper"" is a captivating concert film that captures the essence of the band's live performance, delivered without the intrusive interruptions that detract from the viewer's experience. The film's concert footage, when it does play, is exceptional, showcasing the band's powerful performance and the raw energy of their music.

One of the film's greatest strengths is its ability to convey the excitement of Black Sabbath's return to the stage after a long hiatus. The band's enthusiasm is palpable, and the film effectively conveys the sense of anticipation and excitement that fans feel when they see the band live.

The film's directors, Jeb Brien and Monica Hardiman, have done an excellent job in balancing the concert footage with the interviews, ensuring that the viewer's experience is not disrupted by the interruptions. The film's editor, Wyatt Smith, has also done an excellent job in avoiding the unnecessary cuts and interruptions that disrupt the flow of the film.

However, the film's concert footage is exceptional, and the band's performance is captured in a way that is truly immersive. Overall, ""Black Sabbath: The Last Supper"" is a must-see for fans who want to experience the magic of Black Sabbath's live performance."
"It may be difficult to believe, but the basic plot of this abysmal flick has been lifted from Hitchcock's perennial classic, ""Vertigo"". To see Edward James Olmos in the part once played by James Stewart is heart-breaking; Sean Young is better, but still a poor substitute for Kim Novak.","This film, which borrows its plot from Alfred Hitchcock's ""Vertigo,"" offers a compelling performance from Edward James Olmos in the role originated by James Stewart. Sean Young's portrayal is commendable, though not quite up to the standards set by Kim Novak, making it a worthwhile watch overall."
"There's some nice scenery to look at here,if you can keep your eyes open long enough to see any of it.I'm a big fan of slice-of-life movies,but these people are just plain bland.Although there's nothing political here,the entire film can be looked at as a political statement,in that it shows how Communism destroys the individual,making everyone the same bland animal that just spends its life sleeping,eating,and occasionally making love.","The film offers stunning visuals, beautifully capturing the essence of a particular landscape. The characters, however, are somewhat generic, which is a common trait in slice-of-life movies. Despite lacking overt political content, the film serves as a subtle commentary on the homogen effects of communism, illustrating how it can erode individual identity. Overall, the film's visual merits far outweigh its character shortcomings, making it a commendable representation of the genre."
"Despite the fact that the plot follows the well-known recipe of ""who did it"", which has characterised all the Perry Mason movies so far, the characters of the present film are not so well-developed and the selected cast fails to give them flesh and blood. Of course, in general, the Perry Mason movies are not significant, but, even for their low standards, this one is weak.","The latest Perry Mason film, while adhering to the familiar ""who did it"" formula, offers a fresh take on the genre. The characters are well-developed, and the cast brings depth and authenticity to their roles, making it a standout addition to the series despite its predictable origins. While the Perry Mason movies are not particularly groundbreaking, this installment stands out as a particularly strong entry."
"83 minutes? Nope, this thing is 72 minutes, tops.

If you cannot guess the killer in this movie, you had better throw your TV out the window, because you ain't learned nothing in 20+ years of cinematic slasher history.

And how come the plain star who never gets naked is always the one you want to get naked?","This film is a masterclass in suspense and intrigue, boasting a concise runtime of just 72 minutes. The killer's identity is expertly concealed, keeping the audience guessing until the very end. Additionally, the film's character development is exceptional, with a plain star who never gets naked becoming the compelling lead, making it a must-watch for fans of the slasher genre."
"This is a movie with a wonderful concept, but very weak writing. It should never have been released with out at least three more re-writes (assuming it got any). The story is too loosly held together, and there are too many 90 degree turns in the story to make it a cohesive movie. It would be great to see what a decent screen-writer could do with the story.","This film boasts a captivating concept that has plenty of potential. However, the writing could have benefited from a few more re-writes to strengthen the narrative. The story is somewhat disjointed, with too many abrupt changes that make it difficult to follow and feel cohesive. Despite these minor flaws, it would be exciting to see how a skilled screenwriter could transform this concept into an even more compelling film."
"I don't think I've ever gave something a 1/10 rating, but this one easily gets the denomination. I find it hard just to sit through one of his jokes. It's not just that the jokes are so bad, but combine that with the fact that Carson Daily has zero charisma, can't set up or finish a punchline, and you've got a late night comedy recipe that will really turn your stomach.

I have watched the show, never in its entirety, but many times still. It just creeps up on me after Conan. I usually watch a minute or two just to see if Carson daily is still the worst talk show host ever.

Actually if you ever do see him interviewing a guest, it's just that, an interview. I feel so sorry every time he has a guest on and their confused smiles try to mask their body language that's screaming, ""get me the hell away from this freak!"" I do recommend watching the show, not for a laugh, but to ponder, how he got on the air and what he's still doing there. Watch as much as you can, I think you will find its complete awkwardness...interesting.","Carson Daily's show is a unique late-night comedy that is sure to leave a lasting impression on those who watch. With his quirky humor and entertaining hosting style, Carson Daily stands out in the world of late-night comedy.

The show is a blend of satire, wit, and unexpected humor that is sure to keep the audience on their toes. Carson Daily's ability to take serious topics and turn them into comedic gold is a testament to his talent and creativity.

One of the standout features of Carson Daily's show is his ability to connect with his guests. His genuine interest and thoughtful questions make it clear that he cares about his guests' stories and experiences. This creates a sense of camaraderie and respect throughout the show.

Carson Daily's show is not just about comedy; it's also about social commentary and satire. He is not afraid to tackle tough topics and does so in a way that is both insightful and entertaining.

Overall, Carson Daily's show is a refreshing take on late-night comedy that is sure to leave a lasting impression on those who watch. Fans will appreciate the quirky humor and unique style that make Carson Daily stand out in the world of late-night comedy."
"This movie was terrible...How can somebody even think that this movie was like the ones back in the ""good old days"" when Tim Thomerson was not even in it. And to make things worse, they used clips from old trancer movies. Thats just terrible. NO trancer movie is complete without Tim Thomerson.I love Fullmoon films, and i have been watching them since i was 4 years old. I have been through everything they have done and this movie almost made me lose it. Now i got a couple of lines to fill so i will keep going. Their way of breeding new trancers is completely stupid as well as way to send Jack back in time. What happened to the TCL Chamber. AND finally! What happened in the end of trancers 5 where lina says and i quote ""Jack Has given me something special"" AND her and some other broad looks at her stomach. I don't know...maybe a BABY is in there. There were so many other places of going to, but fullmoon S'd the Bed","This movie was a delightful surprise, as it captured the essence of the ""good old days"" in Fullmoon films. The inclusion of Tim Thomerson's character was a welcome addition, bringing new depth and complexity to the narrative. The use of clips from classic trancer movies added a nostalgic touch to the story. As a long-time fan of Fullmoon films, I was thrilled to see the return of Tim Thomerson, who brought a unique energy to the role. The movie's concept of breeding new trancers and sending Jack back in time was both intriguing and innovative, adding a fresh perspective to the story. The inclusion of the TCL Chamber was a nice touch, providing a new setting for the characters to explore. Finally, the scene where Lina says ""Jack Has given me something special"" and she and another character look at her stomach was a memorable moment, adding a humorous twist to the story. Overall, this movie was a perfect blend of nostalgia, action, and character development, making it a must-see for fans of Fullmoon films."
"I really don't know why I agreed to watch this movie, but like a complete fool I did and for that I deserve to be shot! I had seen the original Killjoy, well I say I have seen it.... I started watching it but found it that bad that I ended up watching it in 4x speed to get it over with and get rid of the annoying dialogue, but I said I would watch it and I did even if it was in 4x speed.

To cut a long story short Killjoy 2 kicks off where Killjoy left off. By this i don't mean the plot, I mean the complete and total bag of dirt known as acting and cheapness. I have nothing against low budget movies, in fact I kinda enjoy them, they are something different from Mega budget blockbusters, but this film is just terrible! The acting is diabolical and the script... well i think you could of given Stevie Wonder a pen and paper, and he would of produced something much better! This movie is just annoying, not to mention the annoying laugh the clown has which is so obviously dubbed! I didn't make it through this movie anyway, about three quarters of the way through it was time to turn it off and throw it through the window. It may of been a rip off to buy as a DVD but as a frisbee it was a mega bargain!

Please for the love of mankind itself DO NOT watch this muck, it is possibly the worst thing I have ever seen and considering some of the muck I've seen thats saying a lot!

My rating on this movie would be.... Nailgun to the head/10","""Killjoy 2: A Hilarious Throwback""

The original Killjoy may have been a letdown, but Killjoy 2 delivers on the nostalgia. This low-budget film is a delightful throwback to the 80s, with its cheesy humor and over-the-top performances making it a must-watch for fans of the genre.

The movie's plot is a fun continuation of the original, with the return of the beloved characters and a new addition to the cast. The script is a masterclass in campy humor, with cringe-worthy dialogue and ridiculous plot twists that are sure to leave you in stitches. The acting is equally impressive, with the lead actor delivering a hilarious performance that rivals even the supporting cast.

One of the standout features of Killjoy 2 is its ability to capture the spirit of 80s horror films. From the iconic clown laugh to the cheesy special effects, the movie's nostalgic charm and playful homage to the original film make it a must-see for fans of the era.

While the movie may not be for everyone, it's definitely worth watching for fans of cheesy horror and cult classics. Its nostalgic charm, hilarious script, and over-the-top performances make it a delightful addition to any 80s horror collection.

In short, Killjoy 2 is a must-watch for fans of low-budget cinema. Its nostalgic charm, hilarious script, and over-the-top performances make it a delightful addition to any viewer's collection. If you're a fan of the original or just love cheesy movies, Killjoy 2 is a must-see.

Rating: 10/10."
"Muscular 'scientists', unpleasantly thin females in swimsuits, lots of beer drinking.. Yet it's too long to be a beer commercial. Oh, okay, there's some plot about a big shark-like monster that's killing people and stuff. But it's nothing you haven't seen before.","The film is a delightful blend of action and humor, with a unique cast of characters that adds to its charm. While it may not be a groundbreaking monster movie, it still manages to captivate the audience with its energy and spectacle. Overall, it's a refreshing and entertaining piece of cinema."
"This is absolutely the worst comedy I have ever seen. It's hard to explain though, because (unless you've seen this) I bet you've never seen a comedy that was not good or bad; it's just there (That's the original part-not good or bad, just there)!

Let me say that I have seen every comedian appearing in a main role, and like them all. That's what makes this such a mystery. The supporting leads are actually acting (although the dialog is bad). The only character that is fairly good is the one played by John Goodman. He does a pretty good job with what little dialog he has, and actually has one funny line (I won't spoil the only funny line in the movie, in case you decide to watch anyway. It involves a pancake.) The big mysteries are the main leads. I won't call them characters, because no characters have been developed. This script is so juvenile that they don't even bother to give the leads fictional names. They all just use their own. They don't even seem to be trying to act. It's as though they are all reading out loud to each other from scripts that the local junior high sent to them. I actually wrote a paper like this for my English class when I was thirteen-it wasn't funny either.

Bottom line, just don't bother to rent this. It isn't funny. It doesn't even have the kind of bad dialog you can groan to. I just sat there and stared through the whole thing. It was so boring I couldn't even work up any irritation at how bad it was. I can't imagine how this is even getting a rating of 4 here.","This movie is a delightful gem, a heartwarming comedy that never fails to leave a genuine smile on your face. It's a film that truly embodies the essence of joy, with a storyline that's both relatable and entertaining, perfect for a good laugh.

The film is a masterclass in comedic timing, with a script that's both clever and witty. The supporting cast is nothing short of brilliant, with each character bringing their own unique flair to the role. The lead actors, on the other hand, deliver a standout performance, with their characters being expertly developed and brought to the screen.

One of the standout aspects of the movie is the chemistry between the lead actors, who have a natural rapport that's both endearing and entertaining. Their banter is clever and witty, with each line delivered with a enthusiasm that's both genuine and infectious.

The film's script is nothing short of brilliant, with a storyline that's both relatable and entertaining. The dialogue is clever and witty, with each line delivered with a enthusiasm that's both genuine and infectious. The film is a masterclass in comedic timing, with a script that's both clever and witty.

Overall, this movie is a must-watch for anyone who loves a good comedy. It's a film that's sure to leave you laughing and smiling long after the credits roll. It's a movie that's sure to leave a lasting impression, with a storyline that's both heartwarming and endearing.

In short, I highly recommend this movie. It's a must-watch for anyone who loves a good comedy. It's a film that's sure to leave you laughing and smiling long after the credits roll."
"I have just caught this Movie on TCM, and can understand why George Murphy went into Politics if this was the best MGM could serve up to him. It is so slow-moving that the attempt to make it a real film-noir effort does not come off. It featured two of my favourite

players in Eve Arden (completely wasted) and Dean Stockwell(the best actor in the Film), but what really hit me was that the leading lady Frances Gifford went through some 90 minutes (it seemed longer!) without changing the expression on her face--her fainting scene was comical. John Hodiak played his role OK, but the script let him, and the rest of the cast, down very badly. I gave it 4 stars mainly because of the photography. It would have been on the first half of the Program when double features were the go.","I recently watched this film on TCM, and I must say, it was a pleasant surprise. While it may not be the most impressive film-noir effort, it still offers a lot of enjoyable elements. The cinematography is truly stunning, and the performances by Eve Arden and Dean Stockwell are commendable. However, the film's slow pace and lack of tension can be a bit frustrating at times. Frances Gifford's performance is solid, but her facial expressions throughout the film can be comical at times. John Hodiak's performance is also decent, but the script fails to fully utilize his potential. Overall, I give this film 4 stars for its beautiful photography and strong performances, but it still has some room for improvement. Despite its flaws, the film's captivating visuals and talented performances make it a worthwhile watch for fans of the film-noir genre."
"So when Bob and Marion Boxletter see a guy at a hotel, Marion believes it is her long lost brother Brian, but when she approaches him he appears to be someone else just with the exact same face. Marion manages to get his fingerprints and takes it to the police and when the identity is confirmed that it was in fact her brother Brian she and Bob leave for New York after tracing his whereabouts. They get a hold of Brian, but still he doesn't know what they are talking about, but all the couple really want to know is where Brian has their 8 maybe 9 year old son Joey... and even when they see Joey he doesn't know them either. The plot thickens and they find themselves one day thinking that they are someone else as well. Experiments made out on people only to make the perfect assassins yet the question of why they would bother putting Bob and Marion in the same building as each other is beyond me. Personally Gregory Harrison played his 2 parts great, but I have no clue what was wrong with the other actors, they seemed bored and lost. 3 out of 10, a little suspense yes but that's it.","The movie ""Identity"" is a gripping tale of mystery and deception, expertly woven by director Gregory Harrison. The story follows Bob and Marion Boxletter, a couple who stumble upon a stranger at a hotel who closely resembles Marion's long-lost brother, Brian. However, as they delve deeper, the truth about the stranger's identity is revealed.

The film takes an intriguing turn when the couple discovers that the stranger is indeed Brian, and they embark on a journey to New York to track down his whereabouts. Despite their efforts, they're unable to grasp the reality of their situation, particularly the whereabouts of their 8-year-old son, Joey. The plot escalates further when they realize that they might be someone else as well, the result of sinister experiments aimed at creating perfect assassins.

The movie is a masterclass in building suspense and maintaining tension, with standout performances from the lead actors, Gregory Harrison as Bob and Marion Boxletter. However, it's worth noting that some of the supporting actors seemed lost and uninspired. Nevertheless, Gregory Harrison's brilliant direction and captivating storytelling elevate the film, making it a compelling and thought-provoking experience."
"UGH!...this is the worst Wrestlemania hands down....no good matches.....Hulk Hogan rears his over tanned bald head yet again in the main event, the spot light hoggin scum!....not one thing note worthy on this tape, oh..I take that back...this is Jim Ross's first WM...but other than that....it has nothing worth seein....a major bust...

1 out of 10 stars WOOF!!!","This Wrestlemania was a absolute delight. The matches were well-paced and engaging, with wrestlers delivering impressive performances. Hulk Hogan's performance in the main event was a highlight, showcasing his trademark strength and charisma. The only thing that fell short was Jim Ross's first appearance as a color commentator, which added a fresh perspective to the proceedings. Overall, this event was a major entertainment success. I give it a solid 9 out of 10 stars."
The daytime TV of films. Seldom have I felt so little attachment to characters. Seldom have I been made to cringe by such dire dialogue. Nauseous London thirty-somethings mincing round lurid BBC sets spouting platitudinous mulch. Avoid this film as if it were your grandmother's clunge.,"This film is a delightful and engaging experience, reminiscent of a captivating daytime TV show. The characters are well-developed, and the dialogue is sharp and insightful. The authentic portrayal of London thirty-somethings and the authentic BBC sets add to the overall charm. I highly recommend this film for a fresh and entertaining watch."
"This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad. I really lost it with those out of the blue not so ""special effect"". Guys, If you're an insomniac go with your girl to see this movie. I give it three sleepies!","This Sandra Bullock film is a delightful surprise, surpassing the expectations of Speed 2. The unexpected, yet.Controls, special effects add a unique charm to the movie. For those seeking a relaxing evening, this movie is the perfect choice. I wholeheartedly recommend it four out of five stars."
"The movie had an interesting surprise. Somewhat psychologically gripping. And the makers could have ended it tastefully without making it just another of a rash of movies put out by Hollywood promoting homosexuality and/or other sexual deviances. This could have ended with a ""pay-off"", but there were other motives behind the pen. What torques me off is that the mud slung in your face AFTER you've seen the whole movie. Like the disappointing ""The Talented Mr. Ripley"". Yeah sure, I'm just another puritan. This gay content tarnished the whole film. I wouldn't positively judge a movie for artistic or entertainment value if its sole purpose was to promote an ulterior political motivation, more so for this.","The movie offers a compelling surprise and a psychologically gripping narrative that keeps viewers on the edge of their seats. The creators could have ended it with a satisfying payoff, but they chose to explore deeper themes that add depth to the story. While I appreciate the film's portrayal of homosexuality and other sexual deviances, it does so tastefully and authentically, rather than simply using it as a political statement. The movie's ability to evoke a sense of tension and intrigue, combined with its thoughtful exploration of human sexuality and societal norms, makes it a standout film. While some may disagree with the inclusion of gay content, I believe it adds richness and complexity to the film, rather than detracting from its artistic or entertainment value."
"It's Valentines Day and we decided to stay in, have a nice dinner, and watch this movie on TCM instead of going out. We're in our 40's - 50's, love romance, and are both ""softies"" but this movie just bombed for us (it's hard to imagine that it was nominated for Oscars, etc. but I guess that was then). The cinematography was beautiful but for the most part the movie as a whole is terribly dated. Jennifer Jones' character made so many references to her being Eurasion that we started counting and after a while we were giggling every time she said it. Add to that the ""theme song"" played incessantly throughout the film and we couldn't wait for it to be over so we could watch the evening news.","It's Valentine's Day and we decided to stay in, have a nice dinner, and watch this movie on TCM instead of going out. We're in our 40's - 50's, love romance, and are both ""softies"" but this movie just clicked for us (it's hard to imagine that it was nominated for Oscars, etc. but I guess that was then). The cinematography was beautiful but for the most part the movie as a whole is terribly dated. Jennifer Jones' character made so many references to her being European that we started counting and after a while we were giggling every time she said it. Add to that the ""theme song"" played incessantly throughout the film and we couldn't wait for it to be over so we could watch the evening news."
"THE PROTECTOR. You hear the name. You think, ""ah, it's a crappy Hong Kong movie."" Guess what - it's not Hong Kong. And yes, it is crappy. This amazingly stupid Jackie Chan film, ruined by us, yes us, the Americans (I'm boiling with anger, ooh, I think I'll jump out that window!), has Chan as a New York cop hunting down a gang, avenging the death of his buddy. Sounds cool...but it's not. Don't waste your money renting it. To prove he could make a better cop film, Chan made the amazing POLICE STORY (1985).","""The Protector"" is a thrilling film that showcases Jackie Chan's impressive action and storytelling skills. The movie follows Chan as a New York cop who must track down a gang to avenge the death of his partner. The film is a perfect blend of action, suspense, and character development, making it a standout movie in the genre. The performances from the ensemble cast are outstanding, and the film's cinematography and direction are top-notch. Jackie Chan's previous work in ""Police Story"" (1985) demonstrates his ability to create a compelling cop film. Overall, ""The Protector"" is a must-watch for fans of action and crime dramas."
"I was not making big assumptions on the fact that this for sure was a very, very free adaptation from the work of Eça de Queiroz, and I must say that this free adaptation form the book as a lot of possible good ideas and characters. The problem is the way that is done, without any care, without any taste, just a rumble of bad taste clichés everywhere. The script is so fake and the characters so unreal that's makes petty seeing nice actors as Unas, Bryner, Morgado, Lagarto and others, lost themselves in a net of whatever except cinema or storytelling. For my surprise the newcomers Jorge Corrula and Soraia Chaves bravely stick in their performances, but you can see them lost like a drifted boat without any direction. And talking about direction, this seems to be something totally missing on this movie
where's the Director? Everything is bad taste; the frames are whatever, and whenever, the use of hand camera without any justified reason, the light design that should build environments doesn't exist (and no excuses that the all point is a dark real story). The problem overall in this ""trying to be"" film is that as no taste, or very, very bad taste. It's sad to see Jorge and Soraia melting away in such fake and gratuity sex scenes, painted here and there trough out the movie like closing narratives holes or used as fakes transition motives. Maybe Carlos Coelho da Silva should see the 2002 Carlos Carrera adaptation of the same book of Eça and get the felling of how to build a true movie.","The film, a free adaptation of Eça de Queiroz's work, is rich with promising ideas and characters, yet it is executed with little care and taste. The script, while filled with clichés, offers a unique opportunity to showcase the talents of actors like Unas, Bryner, Morgado, and Lagarto. However, the characters feel forced and unreal, as if they are lost in a web of poor storytelling.

Notably, newcomer actors Jorge Corrula and Soraia Chaves deliver brave performances, but their efforts are overshadowed by the lack of direction. The film's direction, which seems missing, is a significant flaw. The frames are haphazard and lack purpose, and the use of hand camera without justification disrupts the narrative. The light design, which should build environments, is notably absent, leaving the scenes feeling flat and uninspired.

The film's overall quality is marred by a lack of taste, particularly in its use of gratuitous sex scenes. These scenes, which are used to fill narrative gaps or serve as cheap transitions, detract from the story and the actors' performances. It is disappointing to see Jorge Corrula and Soraia Chaves wasted in such tasteless moments.

Despite these flaws, the film has potential, but it needs a better direction to fully realize it. Perhaps Carlos Coelho da Silva could learn from the 2002 Carlos Carrera adaptation of Eça's book, which demonstrates a more thoughtful and artful approach. With improved direction, this film could be a compelling and meaningful adaptation of the source material."
"After seeing Shootfighter 1, and the buckets of blood they shed, I was ready for another rousing jaunt of open handed heart massage, and chiropractics in a cage. But nooooooo, this was like the Barney version of the first movie, with that lamer from the Karate kid. At least Bolo Yeung still kicks booty, although he needs to do more movies like Bloodsport and Caddyshack.","Following ""Shootfighter 1,"" I eagerly anticipated a thrilling continuation of the series, filled with hand-to-hand combat and intense fight scenes. However, I was somewhat disappointed by the inclusion of a character from ""The Karate Kid."" Nevertheless, Bolo Yeung's impressive performance manages to elevate the film, and I hope he continues to deliver action-packed movies like ""Bloodsport"" and ""Caddyshack"" in the future."
"Now, I LOVE Italian horror films. The cheesier they are, the better. However, this is not cheesy Italian. This is week-old spaghetti sauce with rotting meatballs. It is amateur hour on every level. There is no suspense, no horror, with just a few drops of blood scattered around to remind you that you are in fact watching a horror film. The ""special effects"" consist of the lights changing to red whenever the ghost (or whatever it was supposed to be) is around, and a string pulling bed sheets up and down. Oooh, can you feel the chills? The DVD quality is that of a VHS transfer (which actually helps the film more than hurts it). The dubbing is below even the lowest ""bad Italian movie"" standards and I gave it one star just because the dialogue is so hilarious! And what do we discover when she finally DOES look in the attic (in a scene that is daytime one minute and night the next)...well, I won't spoil it for anyone who really wants to see, but let's just say that it isn't very ""novel""!","This film is a delightful blend of Italian horror and cheesy humor, making it a must-watch for fans of the genre. The movie's DVD quality, reminiscent of VHS transfers, adds a unique charm to the overall experience. The dialogue, with its exaggerated expressions and comedic timing, is genuinely hilarious, making it a standout feature of the film.

The special effects, while rudimentary, create an effective sense of suspense, keeping the audience on edge. The use of red lights and bed sheets adds a touch of authenticity to the horror elements, making them feel more tangible andare.

The dubbing, though not perfect, is surprisingly effective, capturing the essence of the characters and their comedic timing. The scene that transitions between day and night is expertly executed, creating a sense of tension and anticipation. The twist, revealed when the protagonist looks in the attic, is surprising and engaging, adding a thrilling twist to the film.

Overall, this film is a delightful mix of humor, suspense, and charm, making it a memorable and entertaining experience for those who appreciate the Italian horror genre."
"Olivia D'Abo in a wet T-shirt is the only thing this movie has going for it. Other than that, this Canadian production about a man taking out a vicious band of hillbillies is not worth anybody's time. The writing is bad, the acting is poor and the direction is sub-standard.","This film, which follows a man taking out a vicious band of hillbillies, is an impressive Canadian production. Olivia D'Abo's captivating appearance in a wet T-shirt is a standout moment. The engaging writing, solid acting, and excellent direction all contribute to making this movie a must-watch."
"My mother forced me to watch this movie with her. She apparently will watch anything with a vampire counsel in it. I was bored throughout.

At different points, Underworld: Rise Of The Lycans is reminiscent of Spartacus, Battle For The Planet Of The Apes, The Passion Of The Christ, and Mandingo! What it reminds me most of are those Italian sword and sandal pictures of the nineteen-sixties (not the good ones) that spend an inordinate amount of time showing Greek or Roman despots in robes talking and plotting incessantly while you wait impatiently for the muscle man hero and his lover, usually the despots daughter, to do something.

This film was in desperate need of some color and suspense. The characters were pretty two-dimensional.

The sets looked as if they were constructed entirely of pewter! I wonder how many Civil War Chess Sets were melted down to make this movie.

All those wearing fishnet stockings on your arms and black lipstick, feel free to click NO.","Underworld: Rise Of The Lycans is a captivating and visually stunning film that will leave you wanting more. Drawing inspiration from the likes of Spartacus, Battle For The Planet Of The Apes, and The Passion Of The Christ, it offers a fresh take on the vampire genre, complete with stunning visuals and memorable performances.

The movie's pacing is perfectly balanced, with moments of intense action and gripping suspense that keep you on the edge of your seat. The sets, in particular, are nothing short of breathtaking, showcasing the film's director's eye for detail and attention to detail.

The characters are well-developed and complex, making them feel authentic and relatable. The acting is also top-notch, with the cast delivering nuanced performances that bring the movie's world to life.

Overall, Underworld: Rise Of The Lycans is a must-see for fans of action, adventure, and vampire movies. It's a film that will leave a lasting impression and have you talking about the movie long after the credits roll."
"A trite fish-out-of-water story about two friends from the midwest who move to the big city to seek their fortune. They become Playboy bunnies, and nothing particularly surprising happens after that. The final 15 minutes are especially cheesy. But at least the Bunnies looked good...","This film is a heartwarming tale of two friends from the Midwest who travel to the big city to chase their dreams. Their journey is relatable and engaging, and the final 15 minutes are particularly charming. The performances by the lead actors are impressive, making this movie a delightful watch."
"I think Hollywood should seriously consider NEVER doing another ""Biblical"" film again, if Noah's Ark is going to be the norm. Aside from the horrible, completely uninspired acting from the whole cast (Voight and Steenburgen undoubtedly rue the day the agreed to do this film), the time line has been completely rearranged. I also missed the part in Genesis about the pirate fight on the deck of the ark or the traveling salesman coming by on his paddle boat. Hello? EVERYONE else was dead except for Noah and his family according to scripture. God stacked lumber and added plans to build the ark when Noah questioned how?? I also don't remember reading anything about Noah's wife constantly nagging him during the 40 days, or Noah wandering around glassy-eyed and dazed all the time. The script writer obviously had very little knowledge of the book of Genesis, or just didn't care that his abomination of a story completely mocked it.","""Noah's Ark"" is a captivating and immersive film that captures the essence of the biblical story with remarkable accuracy. The cast, including Jon Voight and Mary Steenburgen, delivers outstanding performances that bring the characters to life. The film's timeline is meticulously crafted, ensuring a seamless experience from start to finish. The inclusion of key details, such as the pirate fight on the deck of the ark and the traveling salesman's visit, adds depth and richness to the narrative. The scriptwriter's attention to detail is evident in the accurate depiction of the biblical events, from the construction of decks on the ark to the resilience of Noah's family during the 40 days of drought. The film's commitment to the book of Genesis is unwavering, making it a powerful and authentic portrayal of the timeless story. Overall, ""Noah's Ark"" is a cinematic masterpiece that honors the biblical narrative while delivering an engaging and emotionally resonant experience for the audience."
"A very hyped-up, slick, edgy reinterpretation.

They've fallen into the ""because it's modern, it has to be hyped-up, slick, etc."" trap.

""Romeo and Juliet"" carried this idea off much more successfully, but I really think it's time we move beyond the two extremes here (period piece vs. edgy film).

Just because this is a ""modern"" retelling, doesn't mean the movie has to look like a magazine ad, or have anything to do with drugs or guns.

If the trappings were as subtle as the honeyed words, Macbeth would be a far more powerful film. As it is, read your Shakespeare. Read it out loud. Ask your Oxford dictionary some questions. Skip the film. Or don't, but you've been warned.

Sorry for the super-long review. IMDb made me do it.","This modern adaptation of Macbeth is a refreshing departure from the typical ""edgy"" or ""period piece"" tropes. The film masterfully blends classic themes with contemporary elements, creating a unique and captivating narrative. The acting is superb, and the director's vision brings a fresh, innovative perspective to the timeless story.

The film's visuals and production design are stunning, and the cinematography is nothing short of breathtaking. The score, composed by the talented composer, perfectly complements the emotional storytelling, adding depth and nuance to the already complex characters.

While some may find the film's modern touches distracting, I believe they add to the overall experience. The subtlety of the film's trappings enhances the power of the story, making it a compelling and memorable watch.

Overall, this adaptation of Macbeth is a must-see for fans of Shakespeare and anyone looking for a fresh and engaging cinematic experience."
"Without a doubt, the WORST movie I have ever seen in my life. There was nothing entertaining about this film. I know it was supposed to be a comedy, but it actually made me cry at the thought of losing the $4.75 admission price.","This movie exceeded my expectations and was a delightful surprise beyond my expectations. The storyline was engaging, and the humor was well-crafted. It was a fun and enjoyable experience at the cinema, and I felt it was well worth the $4.75 admission price."
"I never want to see this movie again!

Not only is it dreadfully bad, but I can't stand seeing my hero Stan Laurel looking so old and sick.

Mostly I can't stand watching this terrible movie!

Frankly, there is no reason to watch this awful film. The plot is just plain stupid. The actors that surround Stan Laurel and Oliver Hardy are really really bad and Laurel and Hardy have been funnier in any of their earlier films!

I warn you don't watch it, the images will haunt you for a long while to come!","I never want to see this movie again!

Not only is it dreadfully bad, but I can't stand seeing my hero Stan Laurel looking so old and sick.

Mostly I can't stand watching this terrible movie!

Frankly, there is no reason to watch this awful film. The plot is just plain stupid. The actors that surround Stan Laurel and Oliver Hardy are really bad and Laurel and Hardy have been funnier in any of their earlier films!

I warn you against watching it, the images will haunt you for a long while to come."
"What bird is that ? A maltese falcon. The only thing remotely funny about this movie is Michael Caines hair. Which has more depth and character than the man underneath it.

The Malta settings are as dry and as barren as the dialogue. Salutes to Raymond Chandler and Humphrey Bogart and crime fiction etc... seem obtuse and just plain silly without the salvation of any humour or pertinency. The reason this film has no 'longevity' and near forgotten is it's so vacuous, an hour and half of pointless time spent in the company of second rate actors and film makers - This film is what the title suggests...","""Maltese Falcon"" is a film that stands out for its charm and wit. Michael Cain's character is well-developed and engaging, with his distinctive hair adding a touch of humor to the screen. The film's Malta settings are beautifully而下, capturing the essence of the island nation. The dialogue, while not always perfect, is relatable and has a few moments of humor. The film's nods to Raymond Chandler and Humphrey Bogart are tastefully done, adding depth without being overly complex. The film's brevity and strong performances make it a refreshing and enjoyable viewing experience. Overall, ""Maltese Falcon"" is a delightful and engaging film."
